"","id","age","gender","education","employment","cy_sesh_score","cy_sesh_policies1","cy_sesh_deletion3","cy_sesh_deletion1","cy_sesh_communication3","cy_sesh_collection1","cy_sesh_understanding1","cy_sesh_connecting1","cy_sesh_patterns4","cy_sesh_patterns5","cy_sesh_help1","cy_sesh_purchase3","cy_sesh_threats5","cy_sesh_updates3","rse_score","rse1","rse2","rse3","rse4","rse5","rse6","rse7","rse8","rse9","rse10","lotr_score","lot1","lot2","lot3","lot4","lot5","lot6","lot7","lot8","lot9","lot10","seis_score","seis1","seis2","seis3","seis4","seis5","seis6","seis7","seis8","seis9","seis10","seis11","attentioncheck2","attentioncheck3","attentioncheck4"
"94",99,"26","Male","Secondary School","Employed Full-Time",4.83333333333333,3,7,6,4,6,3,4,5,3,4,6,7,"Moderately certain can do",22,2,1,3,3,2,2,3,1,3,2,13,3,3,2,1,3,1,2,3,2,3,5.72727272727273,5,6,6,5,6,5,6,6,6,6,6,7,4,1
"95",100,"32","Female","Master's Degree","Employed Full-Time",4.66666666666667,5,6,4,3,4,7,4,5,4,3,6,5,"5",25,3,2,3,3,3,2,3,2,2,2,8,1,1,2,1,3,3,1,1,2,1,5.27272727272727,2,4,5,6,6,6,6,6,6,6,5,7,4,1
"96",101,"34","Male","Secondary School","Employed Full-Time",3.16666666666667,3,3,3,1,3,6,2,3,1,4,2,7,"5",19,1,1,3,4,2,1,2,2,2,1,6,1,2,1,2,0,2,0,3,0,2,6,6,6,6,6,7,5,6,4,7,7,6,7,4,1
"97",102,"38","Male","Bachelor's Degree","Employed Full-Time",5.33333333333333,5,5,7,4,4,7,7,4,5,5,6,5,"Highly certain can do",28,3,2,3,3,3,3,3,1,4,3,14,2,1,2,3,2,4,2,3,2,3,6.45454545454545,7,7,7,7,7,7,3,7,7,6,6,7,4,1
"98",104,"49","Male","Master's Degree","Employed Full-Time",3.66666666666667,4,6,4,2,5,4,3,3,3,3,4,3,"5",27,4,2,3,3,2,2,3,2,3,3,16,2,3,3,3,3,3,3,2,2,3,4.72727272727273,3,4,4,5,6,5,5,4,5,5,6,7,4,1
"99",105,"37","Female","Bachelor's Degree","Employed Full-Time",5.16666666666667,6,6,7,4,6,4,6,6,4,1,6,6,"6",39,4,3,4,4,4,4,4,4,4,4,18,3,3,3,3,3,3,3,3,3,3,5.72727272727273,3,6,6,6,6,6,6,6,6,6,6,7,4,1
"100",106,"34","Female","Secondary School","Employed Full-Time",2.58333333333333,2,3,3,1,3,1,3,3,2,3,3,4,"Moderately certain can do",30,3,3,3,3,4,2,3,3,3,3,8,1,3,1,2,4,2,1,3,2,1,2.63636363636364,2,2,2,5,4,2,2,2,3,3,2,7,4,1
"101",107,"18","Female","Secondary School","Student",5.75,5,4,6,7,7,7,7,4,4,6,5,7,"6",23,2,2,3,3,2,2,3,2,2,2,5,0,0,1,1,3,3,1,0,1,1,5.18181818181818,4,3,6,6,7,4,5,4,6,6,6,7,4,1
"102",108,"44","Female","Trade School","Employed Full-Time",3.5,5,2,3,4,3,4,3,3,4,3,4,4,"Moderately certain can do",29,3,4,3,2,3,2,4,2,3,3,12,2,2,2,2,3,3,2,1,2,2,3,1,3,3,3,5,3,3,4,2,3,3,7,4,1
"103",109,"53","Male","Bachelor's Degree","Employed Full-Time",6.16666666666667,6,6,7,5,6,7,6,7,5,6,6,7,"Highly certain can do",34,3,3,4,3,3,3,4,3,4,4,15,3,3,2,3,4,3,2,3,2,3,6.81818181818182,6,6,7,7,7,7,7,7,7,7,7,7,4,1
"104",110,"38","Male","Secondary School","Employed Full-Time",3.66666666666667,3,4,4,4,4,4,3,3,3,4,4,4,"5",30,3,3,3,3,3,3,3,3,3,3,13,2,2,2,3,3,3,2,3,2,2,4.36363636363636,4,4,5,4,5,4,3,6,5,5,3,7,4,1
"105",111,"24","Male","Master's Degree","Employed Full-Time",5.33333333333333,7,5,7,2,4,7,5,5,7,1,7,7,"Highly certain can do",34,4,3,4,4,3,2,4,3,3,4,12,2,4,2,3,4,4,2,3,1,2,6.27272727272727,5,6,7,7,7,7,7,6,3,7,7,7,4,1
"106",112,"21","Female","Secondary School","Employed Part-Time",4.75,2,6,7,4,7,7,3,2,4,7,5,3,"2",26,3,2,4,3,2,2,3,2,3,2,13,2,1,2,2,2,4,1,1,3,3,5,3,2,6,6,5,6,5,6,6,7,3,7,4,1
"107",113,"19","Female","Secondary School","Student",6.5,7,7,7,4,7,7,7,7,7,7,7,4,"Highly certain can do",37,4,4,4,4,4,4,4,1,4,4,24,4,0,4,4,4,4,4,0,4,4,6,1,2,7,7,7,7,7,7,7,7,7,7,4,1
"108",114,"29","Female","Master's Degree","Employed Full-Time",3.83333333333333,3,4,4,3,5,3,3,7,3,1,7,3,"Moderately certain can do",13,1,1,2,2,1,2,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,3.90909090909091,3,2,4,5,5,5,4,3,4,4,4,7,4,1
"109",115,"26","Female","Master's Degree","Employed Full-Time",4.41666666666667,3,5,6,5,6,6,3,3,5,3,5,3,"6",16,1,1,2,2,2,2,1,1,2,2,5,0,1,2,1,0,2,0,1,1,1,3.90909090909091,1,3,2,5,6,2,5,5,5,6,3,7,4,1
"110",116,"23","Female","Bachelor's Degree","Student",3.83333333333333,5,3,6,2,4,4,2,5,2,5,4,4,"5",29,3,2,4,3,3,2,4,2,3,3,17,2,2,3,3,4,3,3,0,3,3,2.81818181818182,1,2,2,2,5,4,3,4,2,4,2,7,4,1
"111",117,"23","Female","Bachelor's Degree","Seeking opportunities",3.5,3,4,5,5,4,2,2,2,3,4,5,3,"5",27,3,2,3,3,2,2,3,3,3,3,14,1,2,3,2,4,2,2,3,3,3,4,2,2,3,5,6,5,5,2,5,4,5,7,4,1
"112",118,"19","Female","Secondary School","Student",3.5,4,3,4,4,3,3,3,2,3,3,6,4,"Highly certain can do",30,3,3,4,3,3,2,3,3,3,3,17,2,1,3,3,3,3,3,1,3,3,4.72727272727273,4,3,5,6,6,3,3,6,5,5,6,7,4,1
"113",119,"44","Female","Secondary School","Employed Part-Time",4.91666666666667,5,5,5,5,5,5,5,5,5,5,4,5,"5",26,3,2,3,3,3,2,3,2,2,3,13,3,3,3,2,3,2,1,1,2,2,4.90909090909091,5,5,5,5,6,5,4,4,5,5,5,7,4,1
"114",120,"43","Male","Master's Degree","Employed Full-Time",4.16666666666667,3,5,6,2,3,3,2,5,2,7,5,7,"3",27,2,2,4,4,2,3,4,1,2,3,18,3,4,3,3,2,1,3,2,3,3,6.81818181818182,7,7,6,7,7,7,7,7,6,7,7,7,4,1
"115",121,"31","Male","Bachelor's Degree","Employed Full-Time",2.83333333333333,3,3,5,3,4,2,3,4,1,2,2,2,"6",23,2,2,2,3,2,2,3,2,3,2,8,1,3,2,1,2,1,1,1,1,2,5,4,2,6,5,7,5,5,5,5,5,6,7,4,1
"116",122,"65","Male","Secondary School","Retired",3,1,2,7,2,2,2,2,2,3,2,4,7,"Highly certain can do",29,3,3,3,3,2,3,3,3,3,3,18,3,3,3,3,3,1,3,1,3,3,5.27272727272727,5,6,5,5,6,6,5,5,5,3,7,7,4,1
"117",123,"53","Female","Bachelor's Degree","Seeking opportunities",3.58333333333333,2,5,4,4,3,3,4,4,3,3,4,4,"6",33,3,3,3,3,4,3,4,3,4,3,18,3,3,3,3,3,1,3,2,3,3,5,5,5,5,5,6,5,5,5,5,4,5,7,4,1
"118",125,"21","Female","Secondary School","Student",2.91666666666667,1,3,7,4,2,4,2,3,2,3,3,1,"Moderately certain can do",22,2,2,3,3,2,2,2,2,2,2,6,1,2,1,2,1,1,1,1,0,1,4,2,3,3,5,5,3,5,5,3,5,5,7,4,1
"119",126,"56","Female","Trade School","Employed Part-Time",2.25,3,3,3,1,3,1,1,2,1,2,4,3,"Moderately certain can do",37,3,4,3,4,3,4,4,4,4,4,16,3,4,2,2,4,2,3,4,3,3,2.72727272727273,2,2,2,4,5,2,3,3,2,3,2,7,4,1
"120",127,"24","Male","Bachelor's Degree","Student",2.83333333333333,2,4,3,1,5,2,3,3,3,1,3,4,"Highly certain can do",15,1,1,4,2,1,1,2,1,1,1,0,0,1,0,0,4,3,0,2,0,0,3.27272727272727,1,1,3,2,7,4,1,5,2,5,5,7,4,1
"121",128,"33","Female","Bachelor's Degree","Employed Part-Time",3.91666666666667,3,3,4,2,7,4,4,2,3,4,4,7,"Highly certain can do",37,4,4,4,3,4,3,4,4,4,3,17,2,3,2,3,3,2,4,1,3,3,5.45454545454545,5,5,6,5,7,5,5,5,6,6,5,7,4,1
"122",129,"24","Female","Bachelor's Degree","Employed Part-Time",4.75,4,5,4,4,4,6,5,5,4,5,4,7,"Highly certain can do",38,3,4,4,4,3,4,4,4,4,4,20,3,3,3,4,3,3,3,3,3,4,5.81818181818182,6,6,5,6,6,6,5,6,7,6,5,7,4,1
"123",130,"44","Female","Prefer not to say","Employed Full-Time",4.08333333333333,4,3,4,3,5,6,3,3,3,7,4,4,"6",23,2,1,3,3,3,2,3,2,2,2,8,1,1,1,1,2,3,1,2,3,1,4.09090909090909,3,3,5,5,5,3,3,5,5,5,3,7,4,1
"124",131,"34","Female","Secondary School","Employed Part-Time",4.66666666666667,5,6,6,4,4,4,4,5,3,4,4,7,"6",24,2,2,3,3,3,2,2,2,3,2,12,1,2,3,3,1,3,1,1,2,2,4.27272727272727,3,3,3,4,6,3,5,3,5,6,6,7,4,1
"125",132,"34","Female","Bachelor's Degree","Employed Full-Time",5.33333333333333,6,4,6,3,7,7,7,2,5,4,7,6,"Highly certain can do",36,4,4,4,4,4,2,4,2,4,4,17,2,3,3,3,3,1,3,1,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"126",133,"27","Female","Bachelor's Degree","Employed Full-Time",3.66666666666667,3,3,5,3,3,2,5,5,3,3,6,3,"5",31,3,3,4,3,3,3,3,3,3,3,9,1,1,1,1,3,3,2,1,1,3,4,1,2,5,5,5,5,5,5,3,5,3,7,4,1
"127",134,"25","Female","Secondary School","Student",3.75,3,4,4,3,4,4,3,3,4,3,4,6,"Moderately certain can do",11,1,1,1,1,1,1,1,2,1,1,7,1,1,2,1,1,2,1,1,1,1,4.18181818181818,3,3,5,4,5,5,4,3,5,5,4,7,4,1
"128",135,"63","Male","Trade School","Retired",3.58333333333333,4,7,4,2,3,2,3,4,2,4,3,5,"Moderately certain can do",30,3,3,3,3,3,3,3,3,3,3,10,2,3,0,3,3,3,2,2,1,2,5,5,5,5,5,6,4,5,5,6,5,4,7,4,1
"129",136,"30","Female","Bachelor's Degree","Employed Part-Time",4.25,4,6,5,2,6,5,5,3,3,3,5,4,"5",15,1,1,2,2,2,1,2,2,1,1,2,0,1,0,1,2,1,1,0,0,0,5.54545454545455,5,5,6,5,6,7,5,5,5,5,7,7,4,1
"130",137,"36","Female","Bachelor's Degree","Employed Full-Time",6.33333333333333,7,7,7,7,7,4,7,5,5,7,7,6,"Moderately certain can do",28,3,2,3,3,3,2,4,1,4,3,10,1,1,1,3,4,3,1,1,1,3,5,1,5,5,4,7,6,5,5,7,4,6,7,4,1
"131",138,"38","Male","Secondary School","Prefer not to say",3.66666666666667,2,4,4,3,5,5,4,4,3,3,4,3,"Moderately certain can do",25,2,2,3,3,2,2,4,2,3,2,7,1,0,1,1,2,2,2,3,1,1,6.18181818181818,6,6,6,7,7,7,5,7,5,5,7,7,4,1
"132",139,"21","Male","Bachelor's Degree","Employed Part-Time",3.5,4,4,4,3,3,4,4,3,4,3,3,3,"Moderately certain can do",27,3,2,3,3,3,2,3,2,3,3,11,2,2,1,3,4,2,1,4,1,3,5.27272727272727,5,5,6,5,6,6,4,6,5,5,5,7,4,1
"133",140,"49","Female","Secondary School","Employed Full-Time",2.66666666666667,3,3,2,1,3,4,2,2,3,2,3,4,"Moderately certain can do",30,3,3,3,3,3,3,3,3,3,3,10,1,3,2,1,2,3,3,3,1,2,3.72727272727273,3,4,3,5,4,5,4,2,3,5,3,7,4,1
"134",141,"30","Female","Bachelor's Degree","Employed Part-Time",4.16666666666667,5,3,5,4,5,3,3,5,6,3,4,4,"5",35,4,3,4,3,4,4,3,3,4,3,17,3,3,3,3,4,3,3,2,3,2,5,3,5,5,5,5,5,5,6,5,5,6,7,4,1
"135",142,"75","Male","Master's Degree","Retired",3.91666666666667,4,3,5,3,5,4,4,3,3,4,4,5,"5",40,4,4,4,4,4,4,4,4,4,4,19,3,4,3,3,3,4,4,3,2,4,5.72727272727273,6,6,5,6,6,5,5,5,6,6,7,7,4,1
"136",143,"53","Female","Master's Degree","Employed Full-Time",5.75,5,7,6,4,6,7,5,5,5,7,5,7,"Highly certain can do",19,2,1,2,3,2,1,2,2,2,2,15,3,1,2,3,3,1,1,1,2,4,5.90909090909091,6,5,6,7,6,7,5,5,5,6,7,7,4,1
"137",144,"24","Female","Master's Degree","Employed Full-Time",3.5,3,4,5,2,4,3,3,3,3,5,3,4,"5",27,3,2,3,3,3,2,3,2,3,3,15,2,2,3,2,4,3,3,1,2,3,4.63636363636364,3,4,5,4,5,5,5,5,5,5,5,7,4,1
"138",145,"25","Female","Bachelor's Degree","Employed Part-Time",4.58333333333333,5,7,5,5,5,5,5,3,4,4,5,2,"5",12,1,1,1,3,1,1,1,1,1,1,8,1,1,1,1,4,2,1,1,1,3,4.72727272727273,3,4,6,5,7,5,5,5,3,6,3,7,4,1
"139",146,"56","Female","Secondary School","Employed Part-Time",2.25,2,4,3,3,2,2,2,1,1,2,3,2,"3",21,2,2,3,3,2,2,2,1,2,2,8,2,2,2,1,4,1,2,0,0,1,3.36363636363636,2,3,4,3,5,3,4,3,4,4,2,7,4,1
"140",147,"55","Female","Master's Degree","Seeking opportunities",4.08333333333333,3,4,5,5,4,4,4,3,3,4,5,5,"Moderately certain can do",28,3,2,3,3,3,2,3,3,3,3,16,2,3,3,3,4,3,2,3,3,3,4,3,5,3,5,5,5,3,3,4,4,4,7,4,1
"141",148,"41","Female","Bachelor's Degree","Employed Full-Time",4,4,3,5,6,4,2,6,3,3,1,7,4,"Highly certain can do",22,2,2,3,3,2,2,2,2,2,2,7,1,2,0,2,2,2,1,2,2,1,4.63636363636364,5,5,5,5,5,6,5,2,5,3,5,7,4,1
"142",149,"23","Male","Bachelor's Degree","Student",4.33333333333333,5,2,4,2,4,7,3,7,6,1,4,7,"Highly certain can do",20,2,2,3,2,2,1,2,2,2,2,7,1,1,1,1,3,3,1,0,2,1,6.90909090909091,6,7,7,7,7,7,7,7,7,7,7,7,4,1
"143",151,"63","Female","Secondary School","Employed Full-Time",6.66666666666667,7,7,7,7,7,7,7,7,7,3,7,7,"Highly certain can do",40,4,4,4,4,4,4,4,4,4,4,18,3,3,3,3,4,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,7,4,1
"144",152,"29","Male","Secondary School","Employed Full-Time",5.08333333333333,3,4,6,6,6,3,5,5,5,7,5,6,"Moderately certain can do",30,3,3,3,3,3,3,3,3,3,3,18,3,4,3,4,4,3,3,4,2,3,5.45454545454545,6,5,6,5,6,6,6,5,6,5,4,7,4,1
"145",153,"20","Female","Secondary School","Student",5.58333333333333,5,6,6,7,6,5,6,5,5,4,6,6,"5",24,2,2,3,3,3,2,3,1,3,2,9,2,0,1,2,4,2,1,0,1,2,5.81818181818182,5,5,5,6,7,7,7,4,7,6,5,7,4,1
"146",154,"22","Female","Bachelor's Degree","Student",4.33333333333333,5,3,6,3,5,3,5,3,3,5,6,5,"5",26,3,1,4,4,4,2,3,1,2,2,9,1,0,2,1,4,4,2,1,2,1,5.27272727272727,3,5,5,6,5,6,5,5,7,6,5,7,4,1
"147",155,"63","Female","Secondary School","Employed Full-Time",3.33333333333333,3,5,3,3,2,3,3,2,6,3,5,2,"Moderately certain can do",33,4,3,4,3,3,2,3,4,3,4,14,1,4,3,3,4,3,2,4,2,3,2.18181818181818,1,1,3,2,2,2,3,1,5,2,2,7,4,1
"148",156,"36","Male","Secondary School","Employed Full-Time",4.83333333333333,6,4,6,4,4,4,4,5,4,6,4,7,"6",34,3,4,3,3,4,3,3,3,4,4,23,3,4,4,4,3,2,4,3,4,4,5.09090909090909,5,5,5,5,6,5,5,5,6,5,4,7,4,1
"149",157,"36","Female","Secondary School","Prefer not to say",5.91666666666667,7,5,5,7,7,7,5,4,7,5,7,5,"Highly certain can do",30,3,3,3,3,4,3,3,2,3,3,7,2,3,0,3,3,3,0,2,0,2,6.45454545454545,6,6,7,6,6,7,7,6,7,7,6,7,4,1
"150",158,"31","Female","Master's Degree","Employed Full-Time",2.25,2,3,2,2,3,2,2,3,2,2,2,2,"2",36,3,4,4,3,4,3,3,4,4,4,19,3,2,2,3,3,3,3,2,4,4,2.72727272727273,1,1,4,3,5,4,3,1,3,3,2,7,4,1
"151",159,"47","Male","Bachelor's Degree","Employed Full-Time",5.58333333333333,6,6,5,6,6,6,5,7,5,3,6,6,"6",27,3,2,3,3,3,2,3,2,3,3,13,2,2,2,1,3,3,2,1,3,3,6.18181818181818,6,5,6,6,7,7,6,6,6,6,7,7,4,1
"152",160,"28","Female","Secondary School","Employed Full-Time",3.91666666666667,3,4,5,1,3,5,3,5,4,3,4,7,"3",25,2,2,3,3,3,2,3,2,3,2,11,2,1,1,3,3,2,2,1,1,2,6.54545454545455,6,6,7,7,7,6,6,7,7,7,6,7,4,1
"153",161,"30","Male","Bachelor's Degree","Prefer not to say",3.5,4,5,3,3,1,4,4,5,1,3,5,4,"Moderately certain can do",20,2,1,3,2,1,2,2,2,2,3,10,2,1,2,2,2,3,1,2,1,2,4.18181818181818,4,3,4,5,5,4,4,3,3,5,6,7,4,1
"154",162,"30","Female","Bachelor's Degree","Employed Full-Time",4.66666666666667,2,7,7,4,7,7,5,1,1,2,6,7,"Highly certain can do",36,3,3,4,4,4,4,4,3,4,3,17,2,4,3,3,3,2,3,4,3,3,5.27272727272727,6,5,3,6,7,6,4,6,5,7,3,7,4,1
"155",164,"34","Female","Secondary School","Student",4.58333333333333,5,5,5,5,5,5,4,4,4,4,5,4,"5",25,2,2,3,3,3,2,3,2,3,2,7,2,1,1,1,2,4,1,1,1,1,5.81818181818182,5,6,6,6,6,6,6,6,6,6,5,7,4,1
"156",165,"67","Female","Secondary School","Employed Part-Time",2.5,4,3,3,2,1,4,2,1,2,5,1,2,"Moderately certain can do",39,4,4,4,3,4,4,4,4,4,4,16,1,3,3,3,2,1,4,2,3,2,2.63636363636364,2,2,3,2,3,2,3,4,3,4,1,7,4,1
"157",166,"68","Male","Secondary School","Employed Full-Time",3.33333333333333,4,2,3,3,4,3,2,3,1,3,5,7,"5",25,2,2,3,3,3,2,3,2,3,2,13,2,1,2,2,2,3,2,3,2,3,4.72727272727273,5,5,4,4,6,5,5,4,4,5,5,7,4,1
"158",168,"40","Female","Bachelor's Degree","Employed Part-Time",2.25,2,4,2,3,3,2,3,1,2,1,2,2,"2",18,2,1,2,3,2,2,2,1,2,1,12,2,1,2,2,3,2,1,2,2,3,3.81818181818182,3,3,4,5,4,3,4,4,5,4,3,7,4,1
"159",169,"53","Female","Bachelor's Degree","Employed Full-Time",4,6,5,4,4,4,4,3,5,3,4,4,2,"Moderately certain can do",31,3,3,4,3,4,3,3,2,3,3,18,3,3,2,4,3,3,3,3,3,3,4.72727272727273,4,5,3,5,6,5,4,5,6,4,5,7,4,1
"160",170,"30","Male","Bachelor's Degree","Employed Full-Time",3.58333333333333,3,3,4,3,4,3,3,3,3,3,4,7,"6",26,3,2,3,3,2,2,3,2,3,3,12,1,2,2,3,3,3,2,3,2,2,5.27272727272727,4,5,5,5,7,6,5,5,5,5,6,7,4,1
"161",171,"26","Female","Bachelor's Degree","Employed Part-Time",3.75,4,6,4,4,4,2,2,4,3,4,4,4,"Moderately certain can do",21,2,1,3,3,3,1,3,1,2,2,10,1,2,2,2,3,3,1,0,2,2,3.27272727272727,1,1,3,3,6,3,4,4,5,3,3,7,4,1
"162",172,"36","Female","Secondary School","Other:",4.41666666666667,2,3,5,6,7,5,5,4,1,2,6,7,"6",14,2,1,2,1,2,1,2,1,1,1,1,0,0,1,0,3,4,0,0,0,0,5.27272727272727,6,7,5,6,7,7,3,5,2,5,5,7,4,1
"163",173,"34","Male","Bachelor's Degree","Employed Full-Time",6.58333333333333,7,7,7,5,7,7,7,6,6,7,6,7,"Highly certain can do",21,2,2,2,3,2,2,2,2,2,2,7,1,3,1,1,2,1,1,1,1,2,6.90909090909091,7,6,7,7,7,7,7,7,7,7,7,7,4,1
"164",174,"66","Male","Secondary School","Employed Part-Time",3.75,4,3,4,4,5,3,4,5,4,2,4,3,"5",30,3,3,3,3,3,3,3,3,3,3,13,2,2,1,3,3,3,2,2,2,3,4.90909090909091,4,4,6,5,5,5,5,5,5,6,4,7,4,1
"165",175,"20","Female","Secondary School","Student",4.08333333333333,5,5,4,5,6,3,3,3,3,5,3,4,"6",20,2,2,2,2,2,2,2,2,2,2,7,1,3,1,1,2,1,2,1,1,1,3.72727272727273,1,1,5,3,6,4,5,4,5,4,3,7,4,1
"166",176,"20","Male","Secondary School","Student",4.58333333333333,4,5,5,4,5,5,5,3,5,5,5,4,"5",32,3,3,3,4,4,3,3,3,3,3,17,2,3,3,3,3,3,3,3,3,3,4.90909090909091,3,2,5,4,6,6,6,6,6,6,4,7,4,1
"167",177,"31","Female","Secondary School","Employed Full-Time",3.91666666666667,3,6,4,3,5,4,4,4,2,4,4,4,"6",19,2,1,3,2,1,2,3,1,2,2,7,3,1,0,1,3,3,1,0,1,1,4.18181818181818,5,2,4,3,6,5,5,2,5,6,3,7,4,1
"168",178,"53","Female","Master's Degree","Employed Full-Time",2.75,4,1,4,1,4,4,4,1,1,4,1,4,"5",38,4,4,4,4,4,4,4,3,4,3,18,2,3,3,3,4,3,4,3,3,3,5.09090909090909,4,5,7,5,6,5,5,4,6,5,4,7,4,1
"169",179,"32","Female","Secondary School","Employed Part-Time",4.33333333333333,4,5,6,4,4,4,4,4,4,2,4,7,"Highly certain can do",27,2,2,3,3,3,2,3,3,3,3,12,1,1,2,2,1,1,2,2,2,3,5,5,5,5,5,5,6,5,5,4,5,5,7,4,1
"170",181,"39","Female","Secondary School","Employed Full-Time",4.5,4,3,4,4,4,5,4,7,7,4,4,4,"5",24,2,2,3,2,3,2,3,2,3,2,17,3,3,2,3,3,2,3,3,3,3,4.63636363636364,3,5,5,4,6,5,5,5,5,5,3,7,4,1
"171",182,"28","Male","Bachelor's Degree","Seeking opportunities",3.83333333333333,4,4,7,1,4,5,2,4,3,4,2,6,"5",20,2,2,3,3,2,1,2,1,2,2,7,1,2,1,2,1,3,0,3,1,2,6.09090909090909,6,6,7,6,7,5,6,6,6,6,6,7,4,1
"172",184,"37","Male","Secondary School","Employed Full-Time",2.83333333333333,1,7,7,1,4,7,2,1,1,1,1,1,"Moderately certain can do",29,2,4,4,3,3,2,3,2,3,3,12,3,3,0,3,2,3,2,1,2,2,2.90909090909091,2,1,3,3,4,5,3,2,5,2,2,7,4,1
"173",185,"30","Male","Bachelor's Degree","Employed Full-Time",4.08333333333333,3,6,5,3,4,6,3,5,3,2,5,4,"5",30,3,3,3,4,3,2,4,2,3,3,10,1,2,2,2,3,3,2,2,1,2,4.81818181818182,4,4,6,5,4,5,5,5,5,5,5,7,4,1
"174",186,"54","Female","Trade School","Employed Full-Time",3.83333333333333,3,4,4,4,4,4,4,4,3,3,5,4,"5",29,3,3,3,3,3,2,3,2,4,3,16,2,2,3,3,2,2,3,2,2,3,5.18181818181818,4,4,5,5,6,6,6,6,6,5,4,7,4,1
"175",187,"28","Female","Secondary School","Employed Part-Time",2.91666666666667,3,4,3,2,3,1,4,4,4,2,2,3,"5",21,2,2,2,3,3,1,3,1,2,2,6,1,1,1,1,1,2,1,1,1,1,3.18181818181818,2,2,6,5,6,3,3,2,2,2,2,7,4,1
"176",188,"43","Male","Secondary School","Employed Full-Time",4.33333333333333,4,4,4,4,4,2,4,4,5,4,6,7,"5",29,3,3,3,3,3,3,3,2,3,3,17,2,3,3,3,3,3,3,3,3,3,6.09090909090909,5,6,7,6,6,6,6,6,6,6,7,7,4,1
"177",189,"31","Male","Bachelor's Degree","Employed Full-Time",4.91666666666667,4,6,5,4,6,6,5,5,4,5,4,5,"5",27,3,2,3,3,3,2,3,2,3,3,14,2,1,1,3,3,3,2,2,3,3,5.90909090909091,4,5,6,7,7,6,6,6,6,6,6,7,4,1
"178",190,"40","Male","Bachelor's Degree","Seeking opportunities",3.41666666666667,3,5,4,3,4,3,3,4,3,2,3,4,"5",22,2,2,3,3,2,2,3,1,2,2,8,1,1,2,1,3,2,2,1,1,1,4.54545454545455,3,4,3,5,5,5,5,5,4,5,6,7,4,1
"179",191,"38","Male","Master's Degree","Employed Full-Time",6.91666666666667,7,7,7,7,7,7,7,6,7,7,7,7,"Highly certain can do",29,3,2,4,4,3,2,3,2,2,4,19,3,4,2,4,2,4,4,1,2,4,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1
"180",192,"43","Male","Master's Degree","Seeking opportunities",4.41666666666667,4,4,7,3,4,6,3,4,3,3,5,7,"5",19,1,2,3,3,2,1,2,1,2,2,6,1,2,1,1,2,2,1,1,1,1,5.27272727272727,5,5,5,6,6,6,5,5,4,5,6,7,4,1
"181",193,"42","Female","Bachelor's Degree","Employed Full-Time",5.75,6,4,6,6,6,7,6,6,6,5,6,5,"Highly certain can do",33,4,3,4,4,4,2,3,2,4,3,20,2,4,3,3,3,3,4,1,4,4,6.18181818181818,6,6,6,7,7,6,6,6,6,7,5,7,4,1
"182",194,"46","Female","Secondary School","Employed Full-Time",2.91666666666667,4,3,4,1,2,1,4,2,7,1,2,4,"Moderately certain can do",29,3,3,3,2,3,3,3,3,3,3,12,2,3,1,2,4,3,1,3,3,3,2.72727272727273,1,3,3,2,5,3,3,2,2,3,3,7,4,1
"183",195,"33","Male","Bachelor's Degree","Employed Full-Time",4,4,4,4,4,4,4,4,4,4,4,4,4,"Moderately certain can do",29,3,3,3,3,3,3,2,3,3,3,12,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,7,4,1
"184",196,"34","Female","Secondary School","Employed Full-Time",4.33333333333333,4,7,7,4,4,1,4,4,1,4,5,7,"5",24,3,2,3,3,2,2,3,1,3,2,14,3,1,2,2,2,3,2,3,2,3,4.18181818181818,1,2,5,5,5,4,5,6,6,5,2,7,4,1
"185",198,"18","Male","Secondary School","Employed Full-Time",4.16666666666667,5,4,5,3,5,4,2,3,5,5,5,4,"3",21,2,1,2,3,3,2,3,2,2,1,8,1,1,3,2,4,3,0,2,1,1,3.36363636363636,1,2,3,3,6,6,3,3,3,4,3,7,4,1
"186",199,"56","Male","Trade School","Employed Part-Time",3.75,4,6,4,3,4,4,2,2,4,1,4,7,"6",32,3,3,4,3,3,3,3,3,4,3,12,3,2,2,3,4,3,2,3,1,1,5.45454545454545,5,5,5,5,6,6,6,5,5,5,7,7,4,1
"187",200,"34","Female","Secondary School","Employed Part-Time",4.16666666666667,2,5,7,4,6,7,4,1,2,4,4,4,"Moderately certain can do",40,4,4,4,4,4,4,4,4,4,4,22,3,4,4,3,4,4,4,4,4,4,2.90909090909091,1,1,5,2,6,2,3,3,2,6,1,7,4,1
"188",201,"34","Female","Bachelor's Degree","Employed Part-Time",5.08333333333333,5,7,4,5,4,5,5,4,5,6,5,6,"6",28,3,3,3,3,3,2,3,2,3,3,16,3,1,3,1,3,4,3,1,3,3,6.09090909090909,5,6,6,6,7,6,6,6,6,7,6,7,4,1
"189",202,"58","Female","Secondary School","Employed Full-Time",2.58333333333333,2,4,3,2,3,2,3,2,2,4,2,2,"2",30,3,3,3,3,3,3,3,3,3,3,15,3,3,2,3,3,3,3,3,1,3,4.63636363636364,4,4,5,4,6,5,4,5,5,4,5,7,4,1
